# The data in this file were provided by Tyrell Conway's laboratory at
# OUMCF.  Samples were collected during a classic glucose-lactose
# diauxie experiment.  E. coli cells were grown in minimal medium
# containing 0.05% glucose and 0.15% lactose.  The dataset can be
# approximately divided into growth phases as follows:
# Timepoints 1-5 show logarithmic growth on glucose; time points 6-10
# reflect the diauxic lag phase, when cells shift from growth on
# glucose to growth on lactose; time points 11-14 reflect logarithmic
# growth on lactose; and time points 15-17 were taken during
# stationary phase.  Control values were obtained by averaging data
# from 12 hybridization experiments using samples from the early
# logarithmic growth phase.  A publication describing the results is
# available: Chang et al., Mol Microbiol. 2002 Jul;45(2):289-306.  See
# also http://www.ou.edu/microarray/oumcf/growth_trans.htm.
#
#BNUM	GENE	Timept 1	Timept 2	Timept 3	Timept 4	Timept 5	Timept 6	Timept 7	Timept 8	Timept 9	Timept 10	Timept 11	Timept 12	Timept 13	Timept 14	Timept 15	Timept 16	Timept 17
b0100	b0100	-0.131325745	0.066302933	0.013274318	0.448985059	0.532996586	1.236389543	1.229499603	0.483741164	2.288749676	0.984251267	0.377041447	0.16194231	0.020637085	-0.842333188	-0.324045184	-0.446317663	0.240168042
b0101	yacG	0.08921219	0.010709013	-0.092504153	0.557357054	0.857905196	1.220953718	1.439296547	0.927401248	1.0965608	0.314416904	0.141527196	-0.394845559	-0.08434854	-0.680603471	-0.129827311	-0.325142058	0.045058338
b0102	yacF	-0.018503527	0.031365151	0.043801618	0.163647289	0.04738625	-0.371234448	0.043028043	0.264437566	-0.166252199	0.039932778	0.328897382	0.496654516	0.176701673	0.28125506	0.349771193	0.482689476	0.181982115
b0103	yacE	-0.17326626	-0.043978269	0.296401591	0.207576792	-0.050157268	0	0	0	0	0.110453444	0	-0.011140383	-0.088204106	0	0	0.354966596	0.411872865
b0104	guaC	-0.345635826	0.055494524	0.386336134	0.368779085	-0.192511291	-0.609513988	-1.868044367	-1.849808265	-1.348119246	-0.943749565	0.299305656	0.589441267	0.294588028	0.143897325	-1.449014575	-1.714161833	-1.846132346
b0105	b0105	-0.270403628	-0.079701406	0.26319992	0.542730658	0.139913788	-0.091443941	-0.269757346	-0.223839057	-0.240677071	-0.20086511	0.302406008	0.841567683	0.507365874	0.387958891	-0.131817723	-0.127071248	-0.290688844
b0106	hofC	-0.155679136	0.066591562	-0.153812836	-0.170938287	-0.145007426	0.412970686	0.365422077	0.854128342	0.295857705	-0.038805169	0.175185909	-0.558279483	-0.376305071	-0.376998848	0.51367603	-0.537093816	-0.061337655
b0107	hofB	0.242870628	0.042657085	0.217671799	0.709791033	0.66756233	0.606298663	0.632626865	1.109692771	0.59088971	0.052027514	-0.16251686	-0.149803356	0.282524469	-0.088232787	0.195010794	0.855881548	0.497392386
b0108	ppdD	-0.349186847	-0.507405372	-0.337283162	-0.297581156	-0.061820967	-0.274874057	-0.111098138	-0.188657416	-0.061539256	-0.302455541	-0.397216116	-0.244309009	-0.363485047	-0.554073117	-0.264492909	-0.389863416	-0.238657695
b0109	nadC	-0.17760971	-0.063232195	0.068408291	0.162781104	0.192825505	0.090381615	0.154087818	0.189202333	-0.261175161	-0.122965932	0.36015675	0.35546356	-0.100670278	0.015457851	0.121170029	0.028422571	-0.414453545
b0110	ampD	0.010285508	0.030323334	0.157325768	0.379408992	0.36245828	0.799572654	0.115565586	0.588621575	0.282142369	-0.385989428	-0.337390685	-0.849525963	-0.656488409	-0.748445145	-0.674134337	-0.616950825	-0.612954693
b0111	ampE	-0.088254738	-0.118518406	-0.106978096	-0.012844245	0.225540033	0.143534299	-0.13043678	0.097327497	0.208941741	-0.368156442	-0.076277591	-0.710298272	-0.605447476	-0.684019576	-0.825062483	-0.704436207	-0.71108747
b0112	aroP	-0.060561181	0.127065614	0.041422343	0.103555624	0.071663994	0.054259446	-0.010871798	-0.166264325	-0.155741768	-0.136314818	-0.073948345	-0.339688745	0.006461457	-0.159933935	-0.279336525	-0.267707955	-0.33147196
b0113	pdhR	-0.160887023	-0.116299665	0.128835211	0.00271329	-0.333486665	-0.688067414	-0.696995712	-0.642508577	-0.5570417	-0.574086287	-0.275223265	-0.45337071	0.291317971	-0.289550889	-0.441519158	-0.619497246	-0.685634689
b0114	aceE	0.011508011	0.017994421	0.004189032	-0.091847538	-0.142825102	0.064015497	-0.368102892	-0.62105656	-0.538243237	-0.609103414	-0.211429046	-0.278500149	0.164150165	-0.072742995	-0.460822715	-0.61718066	-0.713677919
b0115	aceF	-0.149663122	-0.122600073	0.132586584	-0.04571611	0.184112651	0.636529641	-0.339053251	-0.759357363	-0.748629988	-0.627953089	0.158981927	-0.034170302	0.500541021	0.099677578	-0.630280522	-0.740360519	-0.959395975
b0116	lpd	-0.359751946	-0.032156511	0.374674943	0.343367731	0.151577498	1.21553264	0.454804124	-0.764655496	-0.185558946	-0.482934121	0.351503629	0.184008087	0.857747526	0.318767563	-1.36028513	-1.78858324	-1.313087961
b0117	yacH	0.028951278	-0.115057135	-0.038501208	-0.063289296	-0.195814299	-0.025349897	0.240076331	0.391599285	0.191589118	0.03320411	0.507134285	0.07332478	-0.008331039	-0.132938364	-0.257084041	-0.345981063	-0.313478518
b0118	acnB	0.081206491	0.07430386	0.093234844	-0.022424376	0.159810661	0.147839362	0.167419461	-0.026682827	0.037215495	-0.050120845	-0.069125353	-0.122369995	-0.093045068	0.04471587	-0.066485206	-0.108581823	-0.23771077
b0119	yacL	-0.335865584	-0.206577592	-0.025592942	0.059965422	-0.212756592	0.876384323	1.263005647	1.221326335	0.850431585	0.206242983	0.482597055	0.174618841	0.224413413	0.122417903	1.191755498	1.11215074	1.130356802
b0120	speD	0.080859232	0.180921312	0.226452876	0.407627821	0.244435568	-0.115266713	-0.274714202	0.157527148	-0.311656585	-0.370486365	-0.328361213	0.018467583	-0.117065054	-0.263148455	-0.416428186	-0.355577602	-0.70741362
b0121	speE	-0.052507596	0.285730157	0.249630953	0.382833075	-0.189596865	-0.694194288	-1.071204843	-1.086047211	-0.829282749	-0.728974627	-0.274611987	-0.31701357	0.305125907	-0.328249048	-1.30701397	-1.21222566	-1.244381944
b0122	yacC	-0.151279845	-0.021991853	0.148532181	0	-0.028170853	0	0	0	0	0	0	0	-0.06621769	0	3.01E-05	0.02502506	0
b0123	yacK	0.13765977	-0.026524158	-0.047707083	-0.098361009	0.192012185	-0.022472666	0.176411463	0.224082581	-0.155743046	0.178815756	0.459709906	0.258554759	0.005074791	-0.058828741	-0.240817587	-0.021087034	-0.300561014
b0124	gcd	-0.356695854	0.057777042	0.181885223	0.747126968	-0.111760247	0.758933761	0.89628766	0.706144129	-0.103316948	-0.634113529	-0.05538438	-0.825437666	0.189350967	-0.727535666	-0.456621725	0.203623236	-0.195367586
b0125	hpt	-0.572905858	-0.19597307	0.309329922	0.229544213	-0.023187451	-0.48240692	-0.474024833	-0.523493205	0.649430153	0.096329624	0.342950429	0.232460157	0.436657907	0.026193615	-0.225984741	-0.181889163	-0.279298886
b0126	yadF	-0.243440685	-0.038001617	0.35752824	0.599331513	-0.192377244	-0.384781995	-0.748552417	-1.089547368	-0.896949872	-0.755395697	0.027456323	0.263056235	0.064854356	-0.078678411	-1.120757455	-1.391111656	-1.331396179
b0127	yadG	-0.1818778	-0.022723854	0.167783493	0.250235424	-0.194905517	0.113813424	0.014422733	0.190711612	0.180304217	-0.009415854	0.053674469	-0.141931153	-0.12831853	-0.080442917	0.060634235	0.322991931	-0.067296531
b0128	yadH	-0.099846295	-0.019037826	-0.062596515	0.020637845	0.247630075	-0.059489256	0.00239569	-0.086405307	-0.210660266	-0.171307074	-0.168253095	-0.198547003	-0.358302425	-0.316846701	-0.282594933	-0.308718032	-0.343241281
b0129	yadI	-0.271114083	-0.141826092	0.089189831	0.155057215	-0.136384667	0.47379215	0.588579299	0.487017363	0.165605996	0.242117765	0.075845925	0.100754516	-0.147436654	0.069243016	0.460501247	0.31799095	0.066982805
b0130	yadE	-0.290861042	-0.059164408	0.127043729	0.084823369	-0.025160236	0.119420519	0.268640777	0.333017596	0.313821203	0.160255726	0.300546633	0.018482264	-0.236070559	-0.005795205	0.179723939	0.118981929	0.026202801
b0131	panD	-0.199181437	0.008008684	0.241185848	0.253877046	-0.119036418	-0.380621565	-0.787480958	-0.789373232	-0.733186929	-0.29617567	0.07870922	-0.12079799	0.040996355	-0.197333867	-0.728980453	-0.807209961	-1.151074002
b0132	yadD	-0.165099269	-0.142669466	0.076553007	0.061573168	0.009254921	-0.094690984	0.160396963	0.15701941	0.188861826	0.177708434	0.171294891	0.223149983	-0.105907426	0.073765649	0.435302537	0.329311977	0.125567532
b0133	panC	-0.280826021	-0.039906869	0.135950633	0.229914204	-0.056989369	-0.131714735	-0.257487952	-0.344094402	-0.254129495	-0.026290318	0.193767508	-0.065871334	0.249401431	-0.05608582	-0.191559062	-0.174487103	-0.52652044
b0134	panB	0.140392239	0.132508824	-0.061667428	0.505035127	0.610354293	0.353032426	0.74053035	0.401171964	0.341137353	0.110494385	-0.240765466	-0.592554467	-0.096981523	-0.456601069	-0.281101186	-0.276829023	-0.250885057
b0135	yadC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0136	yadK	-0.078751142	0.06551043	0.015706741	0.17015288	0.61832689	0.34555852	0.356284184	0.182516928	0.294482407	0.089015452	-0.211600585	-0.185541396	-0.62482823	-0.379409546	-0.289665401	-0.247808115	-0.62153719
b0137	yadL	0.265427421	0.047202496	0.067290906	-0.035577554	-0.252120866	-0.320858969	-0.452538437	0.076409608	-0.178163617	-0.287469495	-0.296355054	-0.080825894	-0.278650385	0.168894934	0.324291638	0.098181268	-0.182487465
b0138	yadM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0139	htrE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0140	ecpD	-0.330807316	0.05198679	0.245160723	0.628766485	0.010951781	0.642383442	0.569901857	0.565082148	0.049022579	-0.118601842	-0.153670003	-0.265758655	-0.342822378	-0.254071843	0.296989814	0.195282801	-0.208425577
b0141	yadN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0142	folK	-0.296344756	-0.135193152	0.212755092	0.259606401	-0.205306878	-0.053206423	-0.108612586	-0.399499549	-0.331202557	-0.141374654	-0.104728636	-0.129768514	-0.302222198	-0.358962559	-0.366869129	-0.287481224	-0.594976118
b0143	pcnB	0.024414836	0.090892698	0.076471736	0.086591147	0.062818135	0.012657249	0.142655179	0.085595273	0.024183629	0.00480817	0.088150672	0.05935687	-0.030525575	-0.175814293	-0.21467648	-0.321831522	-0.496427263
b0144	yadB	0.053940521	0.025155434	-0.037743036	-0.107446091	0.043811237	-0.092705173	0.059565642	-0.01950425	-0.019066348	0.041969557	0.005952287	-0.020202715	-0.15085722	-0.050026251	-0.030822501	-0.202670986	-0.34650562
b0145	dksA	-0.329367488	-0.205979329	0.209178586	0.415803778	0.006109606	1.451706549	1.267844351	1.166327776	1.269783587	0.634775494	0.607104042	-0.223861871	0.18585415	0.375563562	0.67093611	0.72076411	1.217322737
b0146	sfsA	-0.065339645	-0.139548559	0.170026528	0.002274437	-0.160454625	1.053076823	1.543722302	1.88170149	1.620580818	0.836673194	0.538930593	-0.433976796	-0.585969386	-0.267806393	1.102778418	1.474369363	1.506631927
b0147	ligT	-0.354048756	-0.1611716	0.139772033	0.158103239	-0.121244434	0.110084465	0.837343912	1.058066473	0.51195342	0.506978771	0.354131732	0.09557917	-0.267109649	-0.044209793	0.98106748	1.362050677	1.347627859
b0148	hrpB	0.008115365	0.095976781	-0.077680431	0.225073678	0.342505154	-0.037195648	0.252717829	0.076922108	-0.01377376	0.108358658	-0.290575263	-0.202484006	-0.160679522	-0.535139447	-0.424074189	-0.186473504	-0.498518188
b0149	mrcB	-0.189411645	-0.057852822	0.05443845	0.0286721	-0.209867332	-0.05984404	-0.051630139	0.366179473	-0.023753293	-0.258340681	0.000365452	-0.340526003	-0.389663363	-0.165805899	0.017190135	0.1969751	-0.103778416
b0150	fhuA	-0.050577535	-0.149804025	-0.59634557	-1.070529513	-0.019827813	-0.977132248	-0.79210491	-1.112954717	-0.18895604	-0.046981934	-0.965009307	-0.326000065	-0.688557389	-0.546733046	-0.728910247	-0.262221303	-0.507821943
b0151	fhuC	-0.237178008	0.01663924	0.142637252	0.074132828	-0.121028826	0.020333241	0.055871182	-0.079771115	-0.041183734	-0.014906367	-0.210619405	-0.41577023	-0.366793	-0.338068694	-0.101380837	-0.115361506	-0.369706585
b0152	fhuD	-0.085338206	0.059620754	0.108726995	0.085631254	-0.050316198	0.178858026	0.260568287	-0.25974012	-0.054897642	0.042750956	-0.618680642	-0.887948991	-0.968974181	-0.686124593	-0.38635976	-0.312383982	-0.807999056
b0153	fhuB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0154	hemL	-0.05444682	-0.064655874	0.026850011	0.118393133	0.192048891	0.297740694	0.628079368	0.316548684	0.091336683	0.201926158	0.271305888	0.050220218	0.097308931	-0.039377493	0.147134201	0.143827472	-0.086298673
b0155	yadQ	-0.450188736	-0.04767771	0.039406502	0.241402998	-0.385861426	0.098672457	0.587600599	0.376793832	-0.060891541	0.022414566	-0.110775367	-0.382055429	-0.144300726	-0.370368617	0.071560078	0.617089792	0.175103509
b0156	yadR	0.160733874	0.11952453	-0.174567317	-0.360481516	0.074023974	-0.701686194	-0.322661871	-0.473553773	-0.329890446	0.050671208	-0.109154542	0.708569337	0.184306458	0.504050893	0.316666978	0.360950508	0.401816378
b0157	yadS	-0.28753487	-0.110057772	0.055881509	0.31522304	0.32996247	0.452417234	0.492876174	0.357965239	0.351330383	0.275841208	0.2911287	0.219990191	0.100608999	-0.17931911	0.145181019	-0.053359962	-0.013600639
b0158	yadT	-0.216260309	-0.213914531	0.110194641	0.188228758	0.155241769	0.097942723	0.137508048	0.123754509	-0.040034378	0.050373636	0.234834852	0.13309702	0.067422471	-0.431831381	-0.098831046	-0.220212647	-0.345216073
b0159	pfs	-0.004805256	-0.096175231	-0.013121107	0.019324569	0.032511515	-0.238244917	-0.149434847	-0.083202456	-0.398273237	-0.099555113	0.269459294	0.270160497	0.112771561	-0.131312989	-0.291734609	-0.249272171	-0.338258827
b0160	dgt	0.04649098	0.012831804	-0.012608126	0.075830233	0.120487121	0.309309794	0.295531882	0.425445256	0.880775313	0.328431286	0.082033561	-0.300160526	-0.166343129	-0.323992476	-0.012794251	0.060255809	-0.049127434
b0161	degP	-0.039377429	0.010002959	-0.028549004	-0.030447287	0.024627555	-0.02610686	-0.015702568	0.0344949	-0.020998773	-0.117493988	0.156322781	-0.08913168	-0.134237787	-0.213224283	0.085831268	-0.153758121	-0.244018593
b0162	yaeG	0.393932937	0.212225229	0.172987836	0.206631013	0.01130805	-0.119047009	-0.182417728	0.406302339	-0.223357661	-0.180448229	-0.139641059	-0.486617348	-0.607169989	-0.480797319	-0.355923149	0.141716379	-0.432640785
b0163	yaeH	-0.182626055	-0.043286395	0.428628361	0.144953014	-0.0522479	0.663616451	0.308854872	0.544873644	0.627763103	0.108337754	0.662412487	-0.020500178	0.547370266	0.25747559	0.626757668	0.818006757	0.828648386
b0164	yaeI	-0.020203047	-0.189158834	-0.504932603	-0.737158519	0.119835695	-0.360193928	-0.259185419	-0.345845772	0.351578376	0.090830158	-0.57310106	-0.340785498	-0.597218082	-0.474948507	-0.289440868	-0.021361806	-0.282077408
b0165	b0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0166	dapD	-0.266760687	-0.141781184	0.233774357	0.15885169	0.066480669	-0.017594653	-0.687631839	-0.594806486	-0.832227798	-0.490949075	0.379093476	0.1115418	0.256778443	0.154795506	-0.805534943	-0.842080049	-0.888366657
b0167	glnD	-0.150992542	-0.082507598	0.204649148	0.178604407	-0.195513047	-0.445553693	-0.611604071	-0.647359483	-0.585739479	-0.406734222	-0.052537417	-0.268224083	-0.093245576	-0.276806455	-0.297725375	0.112370866	-0.252408559
b0168	map	-0.201332099	0.00194168	0.290378018	0.178639903	0.026355572	0.099333496	-0.291937651	-0.173005302	-0.026426096	-0.243991614	0.471552754	0.149892456	0.263662631	0.497415135	-0.05681082	-0.04877709	0.121503551
b0169	rpsB	-0.195652328	0.078997612	0.229375324	0.157953159	0.003280173	-0.117076487	-0.963178025	-1.299503145	-0.870921303	-0.763817074	0.118673034	-0.288824546	-0.232902305	-0.471205773	-1.076674675	-0.991185869	-1.025781374
b0170	tsf	-0.021116949	0.115949699	0.17825244	0.017476536	0.270355256	-0.294259944	-1.706244368	-1.8768505	-1.642412889	-0.607042453	0.76115606	-0.642731079	0.008879986	-0.932487951	-1.886875447	-1.318978542	-1.457488766
b0171	pyrH	-0.215455164	-0.021161777	0.118489153	0.1591643	0.074390404	-0.215656339	-0.443901904	-0.430061798	-0.046990434	-0.282861961	0.046422233	0.224214563	0.474457272	0.193205248	-0.570769861	-0.701176646	-0.700156548
b0172	frr	-0.10548149	-0.068179446	-0.014116291	-0.044444028	-0.025241433	-0.123319319	-0.133429236	-0.223940536	-0.10221621	-0.062676713	-0.085398891	-0.21930046	-0.206514032	-0.194932501	-0.233415677	-0.207171209	-0.48238995
b0173	dxr	-0.205046661	-0.042419489	0.137935252	0.142315817	-0.261793272	-0.151252652	-0.063573488	-0.030836266	-0.007325723	0.089016558	-0.20889454	-0.287610666	-0.299098437	-0.079479673	0.341443425	0.234037973	-0.059275586
b0174	uppS	-0.129233429	-0.157260036	0.169521486	0.133420627	0.285596511	0.074449211	-0.125317579	-0.079542031	-0.000474816	-0.162222436	0.221608041	-0.213658602	-0.19770639	-0.149684485	-0.254026083	-0.074305561	-0.335100144
b0175	cdsA	-0.400593816	-0.141786912	0.296367919	0.161723936	-0.257415749	-0.122127686	-0.12497299	-0.011350215	-0.017635918	0.231752273	0.650414157	0.170246598	0.44590939	0.297423677	0.219233915	0.570267323	0.397951406
b0176	yaeL	-0.163275422	-0.086815156	0.100454429	-0.006495131	0.024899415	-0.064037228	-0.06412263	0.057894221	-0.219993858	-0.005951813	0.36522675	-0.09432998	0.117629286	0.01657331	0.082902846	0.23450021	0.028633017
b0177	yaeT	-0.163102072	-0.014326437	0.245691162	0.07618322	0.123610244	-0.062491569	-0.436580745	-0.221623997	-0.47897664	-0.155446936	0.580973859	0.031963688	0.325337519	-0.036593809	-0.464714113	-0.218692063	-0.350505569
b0178	hlpA	-0.104108158	0.213186906	0.45204315	0.287156	0.569907717	-0.043876662	-0.409936888	-0.575665093	-0.774327035	0.02351324	1.707554732	0.563944108	0.974836765	0.535988546	-0.708483405	-0.540777658	-0.177628549
b0179	lpxD	-0.263610487	0.048379151	0.476692645	0.165748287	0.178948962	-0.577670083	-0.929896645	-0.765359501	-0.730214618	-0.204714745	1.230071931	0.691787513	0.815286931	1.062013941	-0.554936995	-0.386133993	-0.097019867
b0180	fabZ	-0.367164204	0.226453192	0.46219019	0.234762421	-0.007431053	-0.533519908	-1.03595084	-0.949498234	-0.661115239	-0.659618962	0.083646072	-0.155965241	0.214300479	-0.152214479	-0.399893686	-0.530741296	-0.340046489
b0181	lpxA	-0.246156925	-0.024731895	0.134927454	0.17947242	0.107237645	0.167276227	0.256867643	-0.226748773	-0.590924293	-0.270996898	0.171178108	-0.386984927	0.037753801	-0.302473049	-0.416072248	0.028022603	-0.467641865
b0182	lpxB	-0.130883526	-0.114513213	-0.030149504	-0.034387663	0.017438874	-0.09823179	-0.081325005	-0.291040639	-0.24166696	-0.248242833	-0.38088693	-0.579284038	-0.64968449	-0.585072971	-0.39863524	-0.37059021	-0.65493589
b0183	rnhB	-0.395282048	-0.265994057	0.304744569	0.198622958	-0.272173057	-0.193797662	-0.154891595	-0.108973305	-0.12581132	0.093143558	0.095281945	-0.233156171	-0.179895143	-0.221469359	-0.016951972	-0.012205496	-0.175823093
b0184	dnaE	-0.565175081	-0.233611967	0.326219803	0.258347768	0.005568771	-0.363690694	-0.324784627	-0.278866338	-0.295704352	-0.036340845	0.278377903	-0.142704856	0.003223635	-0.366558331	-0.186845004	0.071817162	-0.193336971
b0185	accA	-0.286021743	-0.164737985	0.246797281	0.063206993	0.274511378	-0.181578811	-0.54620159	-0.278125997	0.006591617	-0.186797636	0.284373771	-0.238828737	-0.14545366	-0.265348503	-0.403897301	-0.186567752	-0.51799286
b0186	ldcC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272069733	0
b0187	yaeR	-0.457531116	-0.338493235	-0.083720063	0.121686319	0.069376985	0.009076075	0.175401746	0.236141593	0.220564811	-0.02986916	-0.193566697	-0.305655349	-0.382719072	-0.293968537	0.07041291	0.112991402	-0.086584971
b0188	yaeN	-0.16893571	-0.09285395	-0.010237798	-0.031226941	-0.069143163	-0.363190651	-0.376726954	-0.426632006	-0.318441422	-0.285863592	-0.111342215	-0.513954391	-0.37671525	-0.439971171	-0.55188055	-0.364684404	-0.800256957
b0189	rof	-0.325041478	-0.11070071	0.133533039	0.550125821	0.363290061	0.942426989	1.047260558	0.725317844	0.792213241	0.090326135	0.565949848	-0.415382532	-0.257428823	-0.436863506	0.148408448	0.020273819	0.350232762
b0190	yaeQ	-0.027363165	-0.070228197	0.103624107	0.29965096	0.725925423	0.521521265	0.838864155	0.341332667	-0.211351724	-0.150313964	-0.151981944	-0.524378049	0.108475931	-0.554708572	-0.418000342	-0.058174103	-0.109382963
b0191	yaeJ	0.104699653	-0.094804942	-0.201894369	0.052319384	0.595052106	0.15195719	-0.64074164	-0.357727366	0.846722795	-0.318120334	-1.170052698	-1.07668342	-1.319103492	-1.302030523	-0.846384124	-0.634188322	-0.863269156
b0192	cutF	-0.11360933	-0.075937163	0.033455087	0.007265742	-0.135727414	-0.200453352	-0.345141973	-0.181374746	-0.199917828	-0.301569611	0.053261571	-0.600119641	-0.190061692	-0.418809436	-0.496275288	0.03298628	-0.047823148
b0193	yaeF	0	0	0	0	0	0	0	0	0.004394612	0.161192486	0	0	0	0	0.196606895	0.293951301	0.129163663
b0194	proS	-0.274354228	-0.106960502	0.299494917	0.147924909	-0.130218069	-0.469130812	-0.996496096	-1.004037322	-0.894626129	-0.119343736	0.583160921	0.204722652	0.428049958	0.221648071	-0.767942618	-0.665686481	-0.775138489
b0195	yaeB	-0.327829732	-0.210981243	0.092055294	0.087744029	-0.197696103	-0.175542255	-0.097221047	0.16740126	-0.0677187	0.177236551	-0.003905203	-0.19655526	-0.351896296	-0.192901014	0.197079235	0.351648928	-0.089775771
b0196	rcsF	-0.330776972	-0.104392035	0.32586684	0.3182336	-0.27634421	-0.583692248	-0.509614399	-0.52977475	-0.388255013	-0.209191737	0.19603904	-0.27798963	0.022798363	-0.304922547	-0.395810338	-0.338541038	-0.596624538
b0197	yaeC	-0.137604448	-0.063266467	0.058190411	-0.044919501	-0.19432016	-0.204662354	-1.086537133	-1.281502482	-1.399874563	-0.98429132	0.054293708	-0.069388148	0.480449814	-0.105902262	-1.21485142	-1.420218577	-1.764249578
b0198	yaeE	0.01211671	0.0145673	-0.108296106	-0.12956754	0.123960565	-0.017196325	-0.007618481	-0.434163915	-0.212443316	-0.194757467	-0.562169587	-0.396434402	-0.375447565	-0.37801271	-0.326120879	-0.307035892	-0.545313595
b0199	abc	0.062203856	0.154943557	-0.068267444	-0.035952453	0.055384879	-0.064666592	-0.039898816	-0.139472393	-0.211553465	-0.128015545	-0.468520723	-0.632158111	-0.484337159	-0.58796485	-0.513232537	-0.389060586	-0.558955773
b0200	yaeD	-0.051206953	-0.013480205	0.155969725	0.064883306	0.045544307	0.603752106	0.81687808	0.716936984	1.283144468	0.614753965	0.400098512	0.137640974	0.433029987	0.027417776	0.282682985	0.088925017	0.475926795
b0207	yafB	-0.271362819	-0.116971015	0.117486973	0.125746135	-0.12361176	0.022820333	0.156958292	0.157993147	0.316022398	0.239432995	-0.013220956	-0.03389838	0.07383512	0.025722965	0.199616596	0.103406829	-0.010316265
b0208	yafC	-0.297973072	-0.206997573	0.154548677	0.076500295	-0.125535871	0.116573197	0.415647181	0.44539339	0.698377158	0.222891346	0.027857759	-0.211809397	-0.18231437	-0.200122585	0	0.077385968	-0.154476319
b0209	yafD	-0.152526463	-0.032789475	0.027001499	0.079838637	-0.019806049	0.241392916	0.164879099	0.394759346	0.048468946	0.070216578	-0.034598279	-0.083780126	-0.100390694	0.004103665	0.270549522	0.36099964	0.337567425
b0210	yafE	-0.294668033	-0.102724449	0.105345347	0.125441144	-0.085529827	0.009878904	0.305986431	0.27505654	0.061284251	0.2385041	0.01618815	0.040032824	-0.106026524	0.012100992	0.329139322	0.235437487	-0.057217544
b0211	mltD	-0.23008393	-0.083300322	0.098514654	-0.053630194	-0.13791181	-1.188626594	-1.478993829	-1.437358455	-1.179813487	-0.660883194	0.092925115	-0.293603032	-0.502579281	-0.732447826	-1.364521956	-1.080137147	-1.324576412
b0212	gloB	-0.166755062	-0.125382126	0.020560058	0.149609767	-0.189191719	-0.155498101	0.040177336	0.296399269	0.516476827	0.390057317	0.133544832	-0.114269709	-0.204839404	0.045494227	0.461290244	0.559505702	0.542621685
b0213	yafS	-0.169164546	-0.039876555	0	0.037747385	-0.046055554	0.03779401	0.218495018	0.204296505	0.138598602	0.180440696	0	-0.007038668	-0.084102391	0	0.218071157	0.386616106	0.143220399
b0214	rnhA	-0.377269565	-0.139091409	0.29010413	0.176461532	-0.253160427	-0.175785178	-0.094343372	-0.090960822	-0.089934753	0.103765531	0.150353399	-0.215143688	-0.067271813	-0.119865575	0	0.128912967	-0.100298668
b0215	dnaQ	-0.314221198	-0.165067843	0.078984333	-0.007286009	0.049277334	-0.161415564	-0.242039466	-0.250730903	0.350973545	0.323140027	-0.012246878	-0.546937242	-0.265863604	-0.391995464	-0.18950487	0.008189277	-0.249921409
b0217	yafT	-0.034452293	-0.036606563	0.035438464	0.081754885	0.057204772	0.36455696	0.422963395	0.427405061	0.674274376	0.377772141	0.069688543	-0.005587105	-0.089135173	-0.043133723	0.167999232	-0.012198475	-0.123762968
b0218	yafU	-0.293789284	-0.125196372	-0.071047084	-0.007063635	-0.233956122	-0.035123016	0.272206671	0.546905209	0.039199201	0.041156822	-0.104404504	-0.120866278	-0.308620902	0.048055873	0.361725817	0.255325047	0.046390525
b0219	yafV	0.001758856	-0.010513511	-0.070513717	0.178763627	0.221704468	0.403199672	0.713764885	0.456691585	0.248704865	0.089008861	0.021685043	-0.129860177	-0.216853065	-0.335356796	-0.04874195	-0.116441158	-0.139226959
b0220	ykfE	-0.549218347	-0.34185683	0.258423503	0.165069964	-0.184980659	0.39374659	-0.179636985	-0.176986431	0.205443801	-0.012671839	-0.116683372	-0.204399585	-0.171680189	-0.240913002	0.221189703	0.227239001	-0.269224299
b0221	fadF	0.085544186	-0.006894502	-0.06759758	0.001502138	0.145586418	0.091999591	0.228860358	0.33340352	0.544412005	0.165368181	0.017806208	0.046343241	-0.102855848	-0.181465779	0.000735139	-0.198239383	-0.061648248
b0222	lpcA	-0.373031161	0.105650942	0.253191811	0.698944267	-0.322184368	0.865279545	-0.5992143	-0.744086535	-0.060224055	-0.867575855	0.321530428	0.176294313	0.317946308	0.573308331	0.579447005	-0.052693973	0.284877926
b0223	yafJ	0.001149101	0.209755399	0.233389621	0.960019722	-0.197945353	0.554196613	0.626867504	0.807268806	-0.19981231	-0.24530593	0.741432769	0.066260116	0.605547086	0.679257132	1.173492214	0.745517338	0.679006545
